regime,rep,Mb,pval,ICE,ICE_norm
neutral_long,11,0.0,1.0,0.0,0.0
neutral_long,12,0.0,1.0,0.0,0.0
neutral_long,13,0.0,1.0,0.0,0.0
neutral_long,14,0.0,1.0,0.0,0.0
neutral_long,15,0.0,1.0,0.0,0.0
neutral_long,16,0.0,1.0,0.0,0.0
neutral_long,17,0.0,1.0,0.0,0.0
neutral_long,18,0.0,1.0,0.0,0.0
neutral_long,19,0.0,1.0,0.0,0.0
neutral_long,20,0.0,1.0,0.0,0.0
neutral_long,21,0.0,1.0,0.0,0.0
neutral_long,22,0.0,1.0,0.0,0.0
neutral_long,23,0.0,1.0,0.0,0.0
neutral_long,24,0.0,1.0,0.0,0.0
neutral_long,25,0.0,1.0,0.0,0.0
neutral_long,26,0.0,1.0,0.0,0.0
neutral_long,27,0.0,1.0,0.0,0.0
neutral_long,28,0.0,1.0,0.0,0.0
neutral_long,29,0.0,1.0,0.0,0.0
episodic_weak_normal,0,1.0637502113898685,0.0,-0.0003463629869000443,1.4859557573846474
episodic_weak_normal,1,0.752644959134594,0.0,0.00010353172163886166,1.289494399704251
episodic_weak_normal,2,1.2059383914000847,0.0,-0.00040462784423404396,1.534093749613456
episodic_weak_normal,3,0.7412533060391215,0.0,0.0002941397336321937,1.195100283240269
episodic_weak_normal,4,0.6663998337326488,0.0,0.0003889584335807062,1.1493582311150332
episodic_weak_normal,5,0.5889966259159594,0.0,0.0006340936801901921,1.0541362233344829
episodic_weak_normal,6,0.8895284304946776,0.0,-0.00010966514311058213,1.402273614646989
episodic_weak_normal,7,0.8471840248021489,0.0,-3.0484764408171826e-05,1.3290069282974808
episodic_weak_normal,8,0.9808875621437363,0.0,-0.00019788988184985491,1.4356116831370633
episodic_weak_normal,9,0.6879304452911682,0.0,0.0004189073485339828,1.1373486580302619
episodic_weak_normal,10,0.9661619932748698,0.0,-0.00019681251576698095,1.395119102614662
episodic_weak_normal,11,0.6472518208637733,0.0,0.000418182609700867,1.1219054810802975
episodic_weak_normal,12,0.8855506554030316,0.0,-0.000393805511201869,1.437113107852782
episodic_weak_normal,13,0.9365215738931458,0.0,-0.0002738557010295246,1.459900089737334
episodic_weak_normal,14,0.7816948321143719,0.0,4.796737292935673e-06,1.3099432139455423
episodic_weak_normal,15,0.8729892640769138,0.0,-0.00022127364105432108,1.4166971584118342
episodic_weak_normal,16,0.8041186184169662,0.0,0.0002632834471285163,1.169825567158068
episodic_weak_normal,17,0.7488170681587273,0.0,0.0004833186156748634,1.0693374407675063
episodic_weak_normal,18,1.057496359148033,0.0,-0.0003788519129743791,1.4156609869997245
episodic_weak_normal,19,0.8817576559436269,0.0,-0.00013713020420043324,1.3878750413869814
episodic_weak_normal,20,0.7921881643508761,0.0,0.0001364621995341983,1.212724144047356
episodic_weak_normal,21,0.6280439321536099,0.0,0.0006969755316526686,0.9101322449228885
episodic_weak_normal,22,0.7184447625789367,0.0,0.0002670777317727029,1.1462639304101254
episodic_weak_normal,23,0.7921277442518332,0.0,0.0002083972000682874,1.1512625166058512
episodic_weak_normal,24,0.9654550267446242,0.0,0.00010004838902431759,1.2769595812927848
episodic_weak_normal,25,0.9023327230171698,0.0,-0.0002909998363703466,1.370824774782674
episodic_weak_normal,26,0.8415875226952986,0.0,7.016140264317433e-05,1.2845191358629644
episodic_weak_normal,27,0.82932933681087,0.0,-0.0002545964150518224,1.4103594122854881
episodic_weak_normal,28,0.7216229105881983,0.0,0.0002466888934431766,1.2372336172672418
episodic_weak_normal,29,1.070530898470873,0.0,-0.0006813349362274131,1.6034116436322738
episodic_weak_long,0,0.7055002761460557,0.0,0.00011264465483865935,1.2563451910359653
episodic_weak_long,1,1.0305374089924357,0.0,-0.00044838366172775387,1.4339592539724961
episodic_weak_long,2,1.0514667492037335,0.0,-0.00010027778967711554,1.373340352762238
episodic_weak_long,3,1.0719485631790309,0.0,-0.00036512877857802805,1.488212053785494
episodic_weak_long,4,0.6271517098622326,0.0,0.0003017661297342428,1.189792829138708
episodic_weak_long,5,0.7087259597855384,0.0,-5.557315609976707e-05,1.278591847171063
episodic_weak_long,6,0.923098559435761,0.0,-0.00012406324875396314,1.3114522878318033
episodic_weak_long,7,0.9141127021137786,0.0,-0.000167110075944548,1.3792960737280922
episodic_weak_long,8,0.7700347688135818,0.0,7.010856774557364e-05,1.2416823796097602
episodic_weak_long,9,0.6632498466245017,0.0,0.00025094461265228715,1.172006071571793
episodic_weak_long,10,0.7380042451170701,0.0,0.00019230867454995683,1.255114322696704
episodic_weak_long,11,0.8889858309129163,0.0,0.00020119598775420632,1.2198438734621575
episodic_weak_long,12,0.8103647923597701,0.0,0.00015618615450592316,1.238365865742469
episodic_weak_long,13,0.6991264116794871,0.0,0.0003101649817434411,1.177677243146196
episodic_weak_long,14,0.7285276337374766,0.0,0.0002038272921578421,1.2284146457248688
episodic_weak_long,15,0.6353230771545069,0.0,0.00017939188973368594,1.2538841380925507
episodic_weak_long,16,0.8759357279178147,0.0,-5.84277479524962e-05,1.3848733225000558
episodic_weak_long,17,0.8341349078531723,0.0,-3.334057812426202e-05,1.2831350983790921
episodic_weak_long,18,0.6090761462338267,0.0,0.000556066228076557,1.0664784001594765
episodic_weak_long,19,0.9151353623584362,0.0,-6.252967517607318e-05,1.355101855370728
episodic_weak_long,20,0.7995450905041638,0.0,0.00016231668358074956,1.244002171642033
episodic_weak_long,21,0.782990195111236,0.0,6.373571599601149e-05,1.3066258313179973
episodic_weak_long,22,0.7531415360967922,0.0,6.670363108733326e-05,1.2425585065754012
episodic_weak_long,23,0.8594800693427577,0.0,-0.00026861982863867243,1.4525536691366479
episodic_weak_long,24,0.7704066110347302,0.0,0.00032107749487384076,1.2645773645800324
episodic_weak_long,25,0.937572820348353,0.0,-0.00017892861137121252,1.425953140089677
episodic_weak_long,26,0.8160015826136954,0.0,4.090664315824801e-05,1.2891452788227695
episodic_weak_long,27,0.7606961156655018,0.0,2.5827375088452284e-05,1.2360212164363127
episodic_weak_long,28,0.8302845068339447,0.0,0.000106199949473109,1.217236904992314
episodic_weak_long,29,0.8830889926297455,0.0,4.423470918009326e-05,1.352225199547031
episodic_strong_normal,0,3.2363843436508155,0.0,0.00020664901085764063,5.052963113204182
episodic_strong_normal,1,3.2348768660234457,0.0,0.0003406385024730853,5.188465880242809
episodic_strong_normal,2,2.8368017633666938,0.0,0.0014983096111863211,4.568236905144196
episodic_strong_normal,3,3.5689625686013122,0.0,0.00018797380320938225,5.389486172534044
episodic_strong_normal,4,1.9509090256454713,0.0,0.0027198606348569016,3.8074588422545452
episodic_strong_normal,5,4.467423428771343,0.0,-0.002310862548056288,6.227117810753159
episodic_strong_normal,6,3.835899226003216,0.0,-0.0003977286702580097,5.534420190612149
episodic_strong_normal,7,3.733727195559298,0.0,-0.00031811269883767193,5.460191497744065
episodic_strong_normal,8,3.0397060686814448,0.0,0.000670087194356434,5.115161855826378
episodic_strong_normal,9,3.9284953572559007,0.0,-0.0010696445461555537,5.703446995477811
episodic_strong_normal,10,3.5266406118933564,0.0,-0.00044558286673143633,5.561052674615221
episodic_strong_normal,11,3.8783896717380024,0.0,-0.000843975361538623,5.4867012065396805
episodic_strong_normal,12,2.4659092570407206,0.0,0.0021062190030545847,4.300917756708977
episodic_strong_normal,13,3.2033973106847986,0.0,1.1975992952267797e-05,5.206519594358592
episodic_strong_normal,14,3.6761623355390047,0.0,-0.0006127598273345181,5.306819933315769
episodic_strong_normal,15,3.4691551794040323,0.0,6.937746067562163e-05,5.338881318359727
episodic_strong_normal,16,2.239710372993276,0.0,0.0030909314012072557,3.7964511807413124
episodic_strong_normal,17,3.505243122258909,0.0,-0.00010603921775780023,5.1704832976873165
episodic_strong_normal,18,3.664874193562037,0.0,-0.0015970710425878057,5.800001286289636
episodic_strong_normal,19,2.319561038463209,0.0,0.0017193929554087204,4.386266119266561
episodic_strong_normal,20,3.2916781172673533,0.0,0.00022539916349101157,5.190453118244342
episodic_strong_normal,21,4.039838319130004,0.0,-0.0012519991104006504,5.8182765260940865
episodic_strong_normal,22,3.345908635010646,0.0,-0.0003180415958826785,5.337564081306702
episodic_strong_normal,23,4.637248901273957,0.0,-0.003093243806884717,6.504699236170485
episodic_strong_normal,24,2.985237096100088,0.0,6.3930968464565e-05,5.305906361434275
episodic_strong_normal,25,3.655521640097445,0.0,0.0003850212192719791,4.865823354792173
episodic_strong_normal,26,3.458765501619565,0.0,-0.0008217215142703935,5.747641098985541
episodic_strong_normal,27,3.083755765248933,0.0,0.0006087541831808532,4.859991504889327
episodic_strong_normal,28,2.9136403958114885,0.0,-0.00016252836578992138,5.348281458408611
episodic_strong_normal,29,3.1116476395600685,0.0,0.00015314682607695245,5.109607714594932
episodic_strong_long,0,3.857759044009368,0.0,-0.0018725520860810236,6.019609238922281
episodic_strong_long,1,3.2444831943137724,0.0,-0.00023358347930295035,5.300491953864711
episodic_strong_long,2,3.672529208719217,0.0,-7.059722606671289e-05,5.240349138533749
episodic_strong_long,3,3.0616438994777075,0.0,0.0013259546895626599,4.677845675223505
episodic_strong_long,4,3.0455439899203816,0.0,0.0011267788889591608,4.58256557611105
episodic_strong_long,5,3.9134915416070704,0.0,-0.0013773712063691302,5.86219469523517
episodic_strong_long,6,3.002364600114988,0.0,0.00021844829908050666,5.219075613430339
episodic_strong_long,7,3.4957551465538628,0.0,-0.0007069177234632132,5.553451837231933
episodic_strong_long,8,3.6969250470350317,0.0,-8.653594145318724e-05,5.336322151111527
episodic_strong_long,9,3.908199164016428,0.0,-0.0002415097636987373,5.358570988737318
episodic_strong_long,10,2.87846040628337,0.0,0.0006006803841136054,5.012141956069212
episodic_strong_long,11,3.521591396999508,0.0,0.00014935970730353308,5.10077411492244
episodic_strong_long,12,3.296202098394671,0.0,0.0003273003812301414,5.135299789611796
episodic_strong_long,13,3.1592021033263853,0.0,0.001387140834784593,4.639597638051605
episodic_strong_long,14,2.1216807870302836,0.0,0.0026647175162636035,3.991666490372751
episodic_strong_long,15,3.3839232533368104,0.0,0.000736416185433136,4.918039196736418
episodic_strong_long,16,3.2853570717871943,0.0,0.0008800248797308328,4.850512444387784
episodic_strong_long,17,3.6764349946152954,0.0,-3.9364000255107877e-05,5.376655363866584
episodic_strong_long,18,2.0920819255743597,0.0,0.002560673372707033,4.476732766826914
episodic_strong_long,19,3.5418895100722465,0.0,-0.00023961106695927437,5.270167475421821
episodic_strong_long,20,3.4299706744741094,0.0,-0.0002791704561319246,5.385841260534058
episodic_strong_long,21,2.892899203289082,0.0,0.0011967050478012377,4.662995053876642
episodic_strong_long,22,3.4218786182985372,0.0,-0.000939718499442825,5.599991061595601
episodic_strong_long,23,3.006426979337368,0.0,-0.0006562611663820347,5.390734676060479
episodic_strong_long,24,4.674528211974848,0.0,-0.0024089159679449297,6.1881097337442075
episodic_strong_long,25,3.2923027192984002,0.0,0.0005822690054161733,4.953457356806263
episodic_strong_long,26,3.6658855785884947,0.0,8.232968582190253e-05,5.287534958429335
episodic_strong_long,27,4.028292596039906,0.0,-0.0005397231254496496,5.610657515791603
episodic_strong_long,28,4.116458389984301,0.0,-0.0015534211912685582,6.006064950658384
episodic_strong_long,29,4.016879118917871,0.0,0.00010847069094381422,5.471625822220491
