omega,n_sites,rep,branch,NOE,pvalue,is_fg
3.0,3000,11,D,-0.11541666666666661,0.96,False
3.0,3000,12,A,0.12312500000000004,0.0,True
3.0,3000,12,B,-0.02729166666666663,0.44,False
3.0,3000,12,C,0.020625000000000022,0.14,False
3.0,3000,12,D,-0.005624999999999988,0.22,False
3.0,3000,13,A,0.13220833333333337,0.0,True
3.0,3000,13,B,-0.025499999999999967,0.54,False
3.0,3000,13,C,-0.032166666666666635,0.54,False
3.0,3000,13,D,-0.058624999999999955,0.7,False
3.0,3000,14,A,0.09000000000000002,0.0,True
3.0,3000,14,B,-0.040416666666666635,0.4,False
3.0,3000,14,C,-0.021874999999999967,0.28,False
3.0,3000,14,D,0.0077083333333333726,0.12,False
3.0,3000,15,A,0.16820833333333335,0.0,True
3.0,3000,15,B,0.018625000000000034,0.08,False
3.0,3000,15,C,-0.024291666666666628,0.38,False
3.0,3000,15,D,-0.06012499999999997,0.8,False
3.0,3000,16,A,0.16745833333333338,0.0,True
3.0,3000,16,B,-0.02545833333333331,0.36,False
3.0,3000,16,C,0.0057916666666666845,0.2,False
3.0,3000,16,D,-0.08691666666666664,0.84,False
3.0,3000,17,A,0.14462500000000003,0.0,True
3.0,3000,17,B,0.007958333333333352,0.0,False
3.0,3000,17,C,-0.15120833333333328,0.98,False
3.0,3000,17,D,-0.026208333333333313,0.14,False
3.0,3000,18,A,0.12937500000000002,0.0,True
3.0,3000,18,B,-0.08499999999999999,0.74,False
3.0,3000,18,C,0.007083333333333358,0.08,False
3.0,3000,18,D,-0.020208333333333293,0.24,False
3.0,3000,19,A,0.05125000000000003,0.06,True
3.0,3000,19,B,-0.018124999999999957,0.36,False
3.0,3000,19,C,-0.0495833333333333,0.68,False
3.0,3000,19,D,-0.007499999999999965,0.28,False
3.0,5000,0,A,0.1742,0.0,True
3.0,5000,0,B,-0.027299999999999994,0.58,False
3.0,5000,0,C,-0.052174999999999985,0.84,False
3.0,5000,0,D,-0.07642499999999999,0.96,False
3.0,5000,1,A,0.120475,0.0,True
3.0,5000,1,B,0.009100000000000021,0.34,False
3.0,5000,1,C,-0.025274999999999992,0.8,False
3.0,5000,1,D,-0.037274999999999996,0.74,False
3.0,5000,2,A,0.1404,0.0,True
3.0,5000,2,B,-0.035724999999999986,0.68,False
3.0,5000,2,C,-0.042849999999999985,0.62,False
3.0,5000,2,D,-0.020974999999999987,0.48,False
3.0,5000,3,A,0.06792500000000001,0.0,True
3.0,5000,3,B,-0.010950000000000001,0.06,False
3.0,5000,3,C,0.025925000000000014,0.02,False
3.0,5000,3,D,-0.10232499999999999,0.9,False
3.0,5000,4,A,0.10837500000000003,0.0,True
3.0,5000,4,B,-0.039874999999999994,0.7,False
3.0,5000,4,C,-0.08087499999999999,0.98,False
3.0,5000,4,D,-0.009875000000000002,0.36,False
3.0,5000,5,A,0.098225,0.0,True
3.0,5000,5,B,-0.06202499999999999,0.78,False
3.0,5000,5,C,0.006100000000000022,0.18,False
3.0,5000,5,D,-0.0057749999999999885,0.14,False
3.0,5000,6,A,0.05565,0.1,True
3.0,5000,6,B,0.018275,0.42,False
3.0,5000,6,C,-0.029224999999999987,0.76,False
3.0,5000,6,D,-0.03097499999999999,0.84,False
3.0,5000,7,A,0.060175000000000006,0.0,True
3.0,5000,7,B,-0.0422,0.58,False
3.0,5000,7,C,-0.0048249999999999925,0.28,False
3.0,5000,7,D,-0.0023250000000000007,0.16,False
3.0,5000,8,A,0.07750000000000001,0.0,True
3.0,5000,8,B,0.0006250000000000023,0.12,False
3.0,5000,8,C,-0.026749999999999993,0.22,False
3.0,5000,8,D,-0.019874999999999993,0.3,False
3.0,5000,9,A,0.08397500000000001,0.0,True
3.0,5000,9,B,0.005600000000000016,0.2,False
3.0,5000,9,C,-0.09865,0.9,False
3.0,5000,9,D,-0.05777499999999998,0.62,False
3.0,5000,10,A,0.1184,0.0,True
3.0,5000,10,B,-0.03234999999999999,0.36,False
3.0,5000,10,C,-0.05784999999999999,0.66,False
3.0,5000,10,D,-0.050225,0.58,False
3.0,5000,11,A,0.04982500000000001,0.1,True
3.0,5000,11,B,-0.06017499999999999,0.94,False
3.0,5000,11,C,0.01907500000000001,0.32,False
3.0,5000,11,D,-0.059425000000000006,0.94,False
3.0,5000,12,A,0.0784,0.0,True
3.0,5000,12,B,-0.06097499999999999,0.8,False
3.0,5000,12,C,-0.014849999999999992,0.22,False
3.0,5000,12,D,0.0039000000000000076,0.18,False
3.0,5000,13,A,0.08870000000000003,0.0,True
3.0,5000,13,B,-0.053049999999999986,0.72,False
3.0,5000,13,C,0.03232500000000001,0.04,False
3.0,5000,13,D,-0.036549999999999985,0.46,False
3.0,5000,14,A,0.08202499999999999,0.0,True
3.0,5000,14,B,-0.06084999999999999,1.0,False
3.0,5000,14,C,-0.05797499999999999,0.98,False
3.0,5000,14,D,-0.006975000000000002,0.72,False
3.0,5000,15,A,0.053300000000000014,0.0,True
3.0,5000,15,B,-0.05269999999999998,0.54,False
3.0,5000,15,C,0.029925000000000014,0.02,False
3.0,5000,15,D,-0.07594999999999999,0.78,False
3.0,5000,16,A,0.08957499999999999,0.0,True
3.0,5000,16,B,-0.0009249999999999883,0.1,False
3.0,5000,16,C,-0.047674999999999995,0.54,False
3.0,5000,16,D,-0.01742499999999999,0.18,False
3.0,5000,17,A,0.09985000000000002,0.0,True
3.0,5000,17,B,-0.03864999999999999,0.36,False
3.0,5000,17,C,0.03447500000000002,0.0,False
3.0,5000,17,D,-0.066525,0.5,False
3.0,5000,18,A,0.04972500000000001,0.04,True
3.0,5000,18,B,-0.109025,1.0,False
3.0,5000,18,C,-0.018649999999999983,0.5,False
3.0,5000,18,D,0.05610000000000001,0.0,False
3.0,5000,19,A,0.1548,0.0,True
3.0,5000,19,B,-0.03332499999999999,0.54,False
3.0,5000,19,C,-0.10094999999999998,0.96,False
3.0,5000,19,D,-0.08245,0.9,False
