omega,n_sites,n_taxa,rep,branch,NOE,pvalue,ICEnorm,is_fg
1.25,500,4,12,B,-0.02574999999999998,0.64,0.18111287916655736,False
1.25,500,4,12,C,0.054250000000000013,0.24,0.17789568572621428,False
1.25,500,4,12,D,-0.04825,0.6,0.17868267963067935,False
1.25,500,4,13,A,0.143,0.2,0.17903002541473317,True
1.25,500,4,13,B,-0.13324999999999998,0.94,0.15980613254815973,False
1.25,500,4,13,C,0.08675000000000002,0.26,0.17666139929254493,False
1.25,500,4,13,D,-0.09574999999999999,0.92,0.16145006968100073,False
1.25,500,4,14,A,0.02700000000000001,0.46,0.1691463863048809,True
1.25,500,4,14,B,-0.04924999999999997,0.64,0.1700216897928026,False
1.25,500,4,14,C,-0.06049999999999994,0.58,0.16550264348341992,False
1.25,500,4,14,D,-0.025499999999999953,0.62,0.16770845238091012,False
1.25,500,4,15,A,0.08525000000000002,0.18,0.2102789813557218,True
1.25,500,4,15,B,0.09899999999999998,0.1,0.20712254826551355,False
1.25,500,4,15,C,-0.076,0.62,0.17480810907964195,False
1.25,500,4,15,D,-0.10475000000000001,0.66,0.19475882521724142,False
1.25,500,4,16,A,0.061250000000000006,0.36,0.19077571910492175,True
1.25,500,4,16,B,0.19499999999999998,0.1,0.1970923007121283,False
1.25,500,4,16,C,-0.10499999999999998,0.84,0.1724267960614011,False
1.25,500,4,16,D,0.042499999999999996,0.32,0.19375661279037681,False
1.25,500,4,17,A,0.12350000000000003,0.1,0.20999583329199656,True
1.25,500,4,17,B,0.03850000000000002,0.26,0.18196016047475888,False
1.25,500,4,17,C,-0.0015000000000000013,0.5,0.1958542187444529,False
1.25,500,4,17,D,-0.007749999999999991,0.44,0.16246384213110313,False
1.25,500,4,18,A,0.07075000000000001,0.16,0.18711727605969472,True
1.25,500,4,18,B,-0.09675000000000002,0.78,0.18079961283144386,False
1.25,500,4,18,C,-0.15925,0.84,0.16438635892311745,False
1.25,500,4,18,D,0.10200000000000004,0.24,0.18996973443156676,False
1.25,500,4,19,A,-0.05749999999999999,0.62,0.1796447884020018,True
1.25,500,4,19,B,0.012500000000000018,0.3,0.18785233562561846,False
1.25,500,4,19,C,0.04625000000000004,0.3,0.19279295889632486,False
1.25,500,4,19,D,-0.04375,0.54,0.1725916423237232,False
1.25,1000,4,0,A,0.07162500000000004,0.16,0.13971466458464551,True
1.25,1000,4,0,B,-0.015249999999999965,0.5,0.12194658154290346,False
1.25,1000,4,0,C,-0.07712499999999997,0.56,0.1287149224060676,False
1.25,1000,4,0,D,-0.05337499999999997,0.58,0.13155809078122105,False
1.25,1000,4,1,A,0.025750000000000054,0.3,0.13729291223511866,True
1.25,1000,4,1,B,-0.08549999999999996,0.78,0.11944520187098351,False
1.25,1000,4,1,C,-0.161125,0.96,0.12848200263071866,False
1.25,1000,4,1,D,0.16762500000000005,0.04,0.1317975483459385,False
1.25,1000,4,2,A,-0.049249999999999974,0.38,0.12506210956960545,True
1.25,1000,4,2,B,0.03637500000000003,0.16,0.1194547508473397,False
1.25,1000,4,2,C,-0.022999999999999955,0.32,0.12078027570758401,False
1.25,1000,4,2,D,-0.09049999999999997,0.76,0.12677514543474205,False
1.25,1000,4,3,A,-0.03674999999999996,0.74,0.12204801821414389,True
1.25,1000,4,3,B,-0.04862499999999997,0.82,0.12046952415445161,False
1.25,1000,4,3,C,-0.052999999999999964,0.7,0.13421275088455642,False
1.25,1000,4,3,D,0.08200000000000005,0.2,0.13494593824935971,False
1.25,1000,4,4,A,0.021500000000000033,0.64,0.1240657587733215,True
1.25,1000,4,4,B,-0.061624999999999985,0.9,0.12718269339811922,False
1.25,1000,4,4,C,-0.05224999999999998,0.82,0.11777215821237208,False
1.25,1000,4,4,D,0.024000000000000014,0.48,0.12445305339765673,False
1.25,1000,4,5,A,-0.008124999999999962,0.56,0.12474862223688085,True
1.25,1000,4,5,B,0.030625000000000048,0.14,0.12995383795794566,False
1.25,1000,4,5,C,0.01750000000000003,0.4,0.13358178674504995,False
1.25,1000,4,5,D,-0.018124999999999974,0.4,0.13789840009949356,False
1.25,1000,4,6,A,-0.04487499999999995,0.54,0.11411110265876849,True
1.25,1000,4,6,B,-0.07549999999999996,0.6,0.13046647078847498,False
1.25,1000,4,6,C,-0.010499999999999964,0.14,0.12444288348475376,False
1.25,1000,4,6,D,0.04200000000000005,0.06,0.13965336551619512,False
1.25,1000,4,7,A,0.17475000000000004,0.0,0.14316664241365726,True
1.25,1000,4,7,B,-0.06399999999999996,0.44,0.1386349748440126,False
1.25,1000,4,7,C,-0.06899999999999998,0.38,0.12488294519268835,False
1.25,1000,4,7,D,-0.08149999999999998,0.5,0.13191723257406518,False
1.25,1000,4,8,A,0.08975000000000002,0.06,0.13652655419368057,True
1.25,1000,4,8,B,-0.005249999999999963,0.4,0.13729348127278296,False
1.25,1000,4,8,C,-0.10149999999999999,0.7,0.12835120276023906,False
1.25,1000,4,8,D,-0.08774999999999997,0.54,0.12068347028487372,False
1.25,1000,4,9,A,-0.07949999999999996,0.38,0.11866220438707517,True
1.25,1000,4,9,B,0.13675000000000004,0.0,0.13306342472670693,False
1.25,1000,4,9,C,-0.107625,0.62,0.1227654012741375,False
1.25,1000,4,9,D,0.08987500000000004,0.02,0.1326188146531253,False
1.25,1000,4,10,A,0.11550000000000005,0.02,0.13654852617293237,True
1.25,1000,4,10,B,-0.0038749999999999653,0.18,0.1390240536741754,False
1.25,1000,4,10,C,-0.12074999999999997,0.84,0.12883565112188472,False
1.25,1000,4,10,D,0.03550000000000002,0.12,0.12306768970773768,False
1.25,1000,4,11,A,0.035250000000000045,0.32,0.1308671798045637,True
1.25,1000,4,11,B,-0.12412499999999997,0.86,0.1256811441704761,False
1.25,1000,4,11,C,0.020875000000000043,0.24,0.132491037432726,False
1.25,1000,4,11,D,0.09087500000000005,0.12,0.14121835928801893,False
1.25,1000,4,12,A,0.0010000000000000321,0.32,0.12409308502088262,True
1.25,1000,4,12,B,-0.00024999999999997594,0.32,0.13090800682158446,False
1.25,1000,4,12,C,-0.11462499999999998,0.86,0.1210308586683578,False
1.25,1000,4,12,D,-0.048999999999999974,0.6,0.12708031417178664,False
1.25,1000,4,13,A,-0.18625,0.92,0.12841181312480562,True
1.25,1000,4,13,B,-0.004374999999999976,0.4,0.13346780978947698,False
1.25,1000,4,13,C,0.04437500000000004,0.22,0.1373751706095392,False
1.25,1000,4,13,D,-0.10187499999999997,0.76,0.12300940004731345,False
1.25,1000,4,14,A,0.09375000000000004,0.06,0.1300938363259382,True
1.25,1000,4,14,B,-0.07624999999999998,0.78,0.12023687558315876,False
1.25,1000,4,14,C,0.00750000000000001,0.4,0.1145502073328547,False
1.25,1000,4,14,D,-0.06187499999999998,0.8,0.1229501931678027,False
1.25,1000,4,15,A,0.07700000000000003,0.16,0.12203931231369669,True
1.25,1000,4,15,B,-0.07424999999999998,0.7,0.127096788905149,False
1.25,1000,4,15,C,0.1595000000000001,0.04,0.1427207719639997,False
1.25,1000,4,15,D,-0.14924999999999997,0.94,0.12694610076721538,False
1.25,1000,4,16,A,-0.012999999999999966,0.82,0.12082489913093244,True
1.25,1000,4,16,B,-0.16425,1.0,0.11344009983246664,False
1.25,1000,4,16,C,0.09200000000000003,0.46,0.12974458081168555,False
1.25,1000,4,16,D,-0.01299999999999997,0.88,0.12598883879137868,False
1.25,1000,4,17,A,0.07012500000000005,0.1,0.14044082383694567,True
1.25,1000,4,17,B,0.10700000000000005,0.06,0.1318872624630597,False
1.25,1000,4,17,C,-0.10424999999999993,0.74,0.13008122462523175,False
1.25,1000,4,17,D,-0.05424999999999997,0.64,0.13029305910139652,False
1.25,1000,4,18,A,0.06275000000000003,0.24,0.1351780076417758,True
1.25,1000,4,18,B,-0.11099999999999996,0.8,0.11917214439624724,False
1.25,1000,4,18,C,-0.026624999999999968,0.6,0.12531634969149077,False
1.25,1000,4,18,D,0.06087500000000005,0.16,0.12797631616826607,False
1.25,1000,4,19,A,0.08912500000000001,0.1,0.1365815919148697,True
1.25,1000,4,19,B,-0.07774999999999996,0.58,0.11861637218360711,False
1.25,1000,4,19,C,-0.003999999999999967,0.44,0.14173754354439758,False
1.25,1000,4,19,D,-0.025874999999999978,0.56,0.12584092140476405,False
1.25,3000,4,0,A,0.022666666666666696,0.2,0.06792305695908177,True
1.25,3000,4,0,B,0.05391666666666669,0.14,0.07449738996173698,False
1.25,3000,4,0,C,0.06162500000000003,0.08,0.07271782411791791,False
1.25,3000,4,0,D,-0.07191666666666664,0.96,0.07428455050980953,False
1.25,3000,4,1,A,0.022541666666666692,0.46,0.07868074556219089,True
1.25,3000,4,1,B,0.019625000000000028,0.3,0.0821974671818488,False
1.25,3000,4,1,C,-0.04704166666666665,0.84,0.06930583388944332,False
1.25,3000,4,1,D,0.04462500000000003,0.32,0.0796087437618088,False
1.25,3000,4,2,A,0.01720833333333337,0.1,0.0809454763336957,True
1.25,3000,4,2,B,0.04762500000000004,0.02,0.07959685748961591,False
1.25,3000,4,2,C,-0.0757083333333333,0.7,0.0750157390892812,False
1.25,3000,4,2,D,0.03970833333333336,0.02,0.07872486371323019,False
1.25,3000,4,3,A,0.04175000000000002,0.3,0.07329582374035902,True
1.25,3000,4,3,B,-0.07491666666666663,0.96,0.07629008509192615,False
1.25,3000,4,3,C,-0.049291666666666636,0.76,0.07537961797167425,False
1.25,3000,4,3,D,0.07091666666666668,0.14,0.07466559709055362,False
1.25,3000,4,4,A,0.022375000000000034,0.3,0.07592569924311238,True
1.25,3000,4,4,B,-0.014708333333333297,0.5,0.0750550029792966,False
1.25,3000,4,4,C,-0.04783333333333331,0.86,0.07037084307833433,False
1.25,3000,4,4,D,0.04320833333333336,0.14,0.0768793923767756,False
1.25,3000,4,5,A,0.0747916666666667,0.06,0.07586576687369168,True
1.25,3000,4,5,B,0.020625000000000025,0.24,0.08001165279716031,False
1.25,3000,4,5,C,0.004583333333333358,0.44,0.08121061011003701,False
1.25,3000,4,5,D,-0.043749999999999976,0.76,0.07124846489574353,False
1.25,3000,4,6,A,0.025625000000000047,0.4,0.07832176332993986,True
1.25,3000,4,6,B,0.004583333333333377,0.44,0.08051738080135935,False
1.25,3000,4,6,C,-0.04041666666666664,0.76,0.0771215670944977,False
1.25,3000,4,6,D,-0.03854166666666665,0.82,0.07471956831305229,False
1.25,3000,4,7,A,-0.00041666666666664506,0.48,0.07412538645205613,True
1.25,3000,4,7,B,0.016875000000000036,0.32,0.07807975356433103,False
1.25,3000,4,7,C,-0.02854166666666664,0.56,0.07726582002699799,False
1.25,3000,4,7,D,0.028333333333333374,0.22,0.07907861331190205,False
1.25,3000,4,8,A,0.008833333333333363,0.64,0.07374446777743926,True
1.25,3000,4,8,B,-0.010541666666666637,0.82,0.07169439870419135,False
1.25,3000,4,8,C,0.013000000000000025,0.54,0.07082340616710771,False
1.25,3000,4,8,D,-0.03033333333333329,0.88,0.08186551047636333,False
1.25,3000,4,9,A,-0.0002916666666666415,0.22,0.07830212144139022,True
1.25,3000,4,9,B,0.01845833333333336,0.2,0.07787681690407684,False
1.25,3000,4,9,C,0.0236666666666667,0.2,0.07462526754093117,False
1.25,3000,4,9,D,-0.0332083333333333,0.4,0.08531359635030177,False
1.25,3000,4,10,A,-0.02254166666666663,0.54,0.08048541965957424,True
1.25,3000,4,10,B,-0.05233333333333331,0.82,0.07520876038659918,False
1.25,3000,4,10,C,0.052666666666666695,0.12,0.07497038767258563,False
1.25,3000,4,10,D,-0.054624999999999965,0.86,0.07570492791827432,False
1.25,3000,4,11,A,0.07120833333333336,0.02,0.07741585934275856,True
1.25,3000,4,11,B,-0.036708333333333315,0.74,0.07534725166410075,False
1.25,3000,4,11,C,-0.04920833333333329,0.8,0.07699997745309915,False
1.25,3000,4,11,D,0.04891666666666667,0.18,0.07639162621358152,False
1.25,3000,4,12,A,0.010458333333333366,0.36,0.08350168411475302,True
1.25,3000,4,12,B,-0.01662499999999998,0.66,0.080122389019688,False
1.25,3000,4,12,C,-0.04329166666666663,0.8,0.07434223134336977,False
1.25,3000,4,12,D,-0.02141666666666664,0.56,0.0708644294488505,False
1.25,3000,4,13,A,0.015958333333333366,0.14,0.0676329195403803,True
1.25,3000,4,13,B,0.011583333333333374,0.2,0.07521526976323062,False
1.25,3000,4,13,C,0.0026250000000000353,0.06,0.07528655904092191,False
1.25,3000,4,13,D,-0.04841666666666663,0.58,0.07116205586156461,False
1.25,3000,4,14,A,-0.036624999999999956,0.42,0.0727637205465593,True
1.25,3000,4,14,B,0.036916666666666695,0.06,0.0756398171893907,False
1.25,3000,4,14,C,0.01441666666666671,0.12,0.07157559620584533,False
1.25,3000,4,14,D,-0.0162083333333333,0.34,0.07399906155561103,False
1.25,3000,4,15,A,0.025583333333333354,0.24,0.07074592646302055,True
1.25,3000,4,15,B,-0.05920833333333331,0.78,0.07120773600295593,False
1.25,3000,4,15,C,0.00037500000000001074,0.3,0.07608214675964102,False
1.25,3000,4,15,D,-0.03795833333333331,0.58,0.07515795866041067,False
1.25,3000,4,16,A,0.025583333333333375,0.26,0.07232891691586582,True
1.25,3000,4,16,B,-0.026499999999999975,0.68,0.0762035149743399,False
1.25,3000,4,16,C,-0.012749999999999977,0.58,0.0795420704547111,False
1.25,3000,4,16,D,0.01100000000000002,0.44,0.07259067605416002,False
1.25,3000,4,17,A,0.042791666666666686,0.04,0.0726509921932706,True
1.25,3000,4,17,B,0.001333333333333372,0.22,0.07506749277964612,False
1.25,3000,4,17,C,-0.04866666666666662,0.56,0.06849591938372841,False
1.25,3000,4,17,D,-0.0047083333333333005,0.26,0.07345106553194294,False
1.25,3000,4,18,A,-0.003999999999999955,0.22,0.07457625664751186,True
1.25,3000,4,18,B,-0.04316666666666663,0.4,0.07300116532555413,False
1.25,3000,4,18,C,0.04058333333333337,0.0,0.07825940660535462,False
1.25,3000,4,18,D,0.037666666666666716,0.04,0.07681882545603287,False
1.25,3000,4,19,A,-0.007499999999999965,0.26,0.0802367806696045,True
1.25,3000,4,19,B,0.0052083333333333565,0.22,0.07427033952617514,False
1.25,3000,4,19,C,0.01937500000000003,0.2,0.0711828874956771,False
1.25,3000,4,19,D,-0.009999999999999978,0.36,0.08275386026578391,False
1.5,500,4,0,A,0.33899999999999997,0.0,0.2404677733086078,True
1.5,500,4,0,B,-0.07849999999999997,0.32,0.1782687577788099,False
1.5,500,4,0,C,-0.15224999999999994,0.52,0.18070971196922428,False
1.5,500,4,0,D,0.06525000000000003,0.04,0.19479412208791105,False
1.5,500,4,1,A,-0.06124999999999994,0.88,0.18460836925773438,True
1.5,500,4,1,B,-0.17749999999999996,0.98,0.1722995211833161,False
1.5,500,4,1,C,-0.11999999999999997,0.98,0.1911615808681232,False
1.5,500,4,1,D,0.23750000000000004,0.08,0.2125770448566825,False
1.5,500,4,2,A,-0.013999999999999985,0.26,0.1928198641219312,True
1.5,500,4,2,B,0.06350000000000003,0.1,0.19228266952588322,False
1.5,500,4,2,C,0.02850000000000001,0.14,0.1896068300457555,False
1.5,500,4,2,D,-0.08399999999999998,0.36,0.19096825652448107,False
1.5,500,4,3,A,0.06000000000000001,0.38,0.18383926403246942,True
1.5,500,4,3,B,0.01625000000000002,0.36,0.17879457486176695,False
1.5,500,4,3,C,-0.10250000000000001,0.72,0.19620779801017083,False
1.5,500,4,3,D,0.013750000000000012,0.36,0.17864245016232846,False
1.5,500,4,4,A,-0.07499999999999996,0.72,0.17930804499519812,True
1.5,500,4,4,B,-0.21125,0.96,0.1656581570584437,False
1.5,500,4,4,C,0.32000000000000006,0.02,0.2356164786257532,False
1.5,500,4,4,D,0.10500000000000001,0.3,0.19314696477035304,False
1.5,500,4,5,A,0.040250000000000015,0.46,0.1679508856779267,True
1.5,500,4,5,B,0.07275000000000002,0.36,0.17703107071923846,False
1.5,500,4,5,C,-0.03724999999999999,0.84,0.18315976632437594,False
1.5,500,4,5,D,-0.04349999999999998,0.74,0.17219175357722566,False
1.5,500,4,6,A,0.09049999999999998,0.28,0.1635225519614955,True
1.5,500,4,6,B,-0.03325000000000003,0.66,0.16789580101956095,False
1.5,500,4,6,C,-0.14575,0.92,0.1609918476196854,False
1.5,500,4,6,D,-0.06074999999999999,0.78,0.17981831108093527,False
1.5,500,4,7,A,0.07125000000000004,0.18,0.18310379570068996,True
1.5,500,4,7,B,-0.185,0.9,0.18783836136423251,False
1.5,500,4,7,C,0.07250000000000004,0.18,0.18380900413200654,False
1.5,500,4,7,D,-0.11624999999999998,0.68,0.16347629797618984,False
1.5,500,4,8,A,0.14825,0.0,0.18441224200144632,True
1.5,500,4,8,B,0.07450000000000004,0.22,0.17350900552997242,False
1.5,500,4,8,C,-0.15425,0.88,0.1799090047774152,False
1.5,500,4,8,D,-0.09674999999999997,0.64,0.17963783009154838,False
1.5,500,4,9,A,0.07875000000000003,0.22,0.19885484655899138,True
1.5,500,4,9,B,0.06000000000000005,0.18,0.19924419690420095,False
1.5,500,4,9,C,-0.08124999999999998,0.54,0.16910462737607154,False
1.5,500,4,9,D,-0.06874999999999998,0.5,0.18106317958105123,False
1.5,500,4,10,A,0.20800000000000005,0.02,0.20601243894483653,True
1.5,500,4,10,B,-0.06949999999999998,0.72,0.17815863717485045,False
1.5,500,4,10,C,-0.15825,0.84,0.1743107856674394,False
1.5,500,4,10,D,-0.08574999999999997,0.76,0.17355438628856373,False
1.5,500,4,11,A,0.3237500000000001,0.0,0.21174926210024914,True
1.5,500,4,11,B,-0.0675,0.6,0.17191640410385509,False
1.5,500,4,11,C,-0.013749999999999984,0.38,0.1805986572486075,False
1.5,500,4,11,D,-0.1125,0.84,0.1837804396555847,False
1.5,500,4,12,A,0.08025000000000002,0.38,0.18220661349138784,True
1.5,500,4,12,B,-0.12599999999999995,0.94,0.16698390641016878,False
1.5,500,4,12,C,-0.012250000000000011,0.56,0.17417986393380838,False
1.5,500,4,12,D,0.07400000000000002,0.28,0.17112641526076564,False
1.5,500,4,13,A,-0.07049999999999997,0.64,0.1623991995054163,True
1.5,500,4,13,B,0.020750000000000025,0.56,0.16854265038855895,False
1.5,500,4,13,C,-0.12174999999999998,0.84,0.18511753023417313,False
1.5,500,4,13,D,0.07575000000000003,0.3,0.18842040759960157,False
1.5,500,4,14,A,0.17050000000000004,0.06,0.2005532971556439,True
1.5,500,4,14,B,-0.011999999999999983,0.52,0.19459348653025366,False
1.5,500,4,14,C,-0.05199999999999996,0.44,0.18873857581321316,False
1.5,500,4,14,D,-0.35950000000000004,0.98,0.15607410099052307,False
1.5,500,4,15,A,0.04625000000000003,0.58,0.1677624809067868,True
1.5,500,4,15,B,0.18375000000000002,0.14,0.18079823007983234,False
1.5,500,4,15,C,-0.07249999999999998,0.84,0.16862087652482416,False
1.5,500,4,15,D,0.027500000000000024,0.66,0.1841327646020664,False
1.5,500,4,16,A,0.036750000000000005,0.24,0.16889900828601687,True
1.5,500,4,16,B,0.05050000000000002,0.16,0.18862495858183775,False
1.5,500,4,16,C,0.025499999999999995,0.3,0.17965244223221682,False
1.5,500,4,16,D,0.007999999999999993,0.34,0.17596164354767774,False
1.5,500,4,17,A,0.005500000000000019,0.28,0.1930116576790117,True
1.5,500,4,17,B,0.11425000000000002,0.08,0.19682733549992493,False
1.5,500,4,17,C,-0.027000000000000003,0.46,0.18924620207549742,False
1.5,500,4,17,D,-0.04824999999999997,0.48,0.17980823117977662,False
1.5,500,4,18,A,-0.24475,1.0,0.13779921988168148,True
1.5,500,4,18,B,0.11275000000000002,0.28,0.16412228672547796,False
1.5,500,4,18,C,0.07775000000000004,0.44,0.16928304699526178,False
1.5,500,4,18,D,-0.023499999999999993,0.58,0.1632287505312713,False
1.5,500,4,19,A,-0.11224999999999999,0.58,0.15806090598247244,True
1.5,500,4,19,B,0.03525000000000002,0.12,0.1800177074623494,False
1.5,500,4,19,C,-0.05599999999999998,0.54,0.1735893141872506,False
1.5,500,4,19,D,0.011500000000000066,0.16,0.2000690505800435,False
1.5,1000,4,0,A,-0.09412499999999996,0.56,0.12856309248769648,True
1.5,1000,4,0,B,0.13462500000000005,0.0,0.13448350270572224,False
1.5,1000,4,0,C,0.022125000000000013,0.06,0.14334573589751456,False
1.5,1000,4,0,D,0.07900000000000004,0.06,0.13862223847565008,False
1.5,1000,4,1,A,-0.078625,0.82,0.1258082618511201,True
1.5,1000,4,1,B,0.007625000000000038,0.52,0.12137969867321306,False
1.5,1000,4,1,C,0.17075000000000004,0.04,0.13127464054416602,False
1.5,1000,4,1,D,-0.11549999999999996,0.96,0.10973932180399149,False
1.5,1000,4,2,A,-0.01312499999999998,0.62,0.13300575645437307,True
1.5,1000,4,2,B,-0.015624999999999972,0.62,0.11422797927828367,False
1.5,1000,4,2,C,-0.08062499999999997,0.86,0.11471322940271536,False
1.5,1000,4,2,D,0.026250000000000013,0.42,0.1372118571771405,False
1.5,1000,4,3,A,0.043375000000000025,0.42,0.12113499700747096,True
1.5,1000,4,3,B,0.12150000000000002,0.12,0.13450290424373743,False
1.5,1000,4,3,C,-0.12724999999999997,0.98,0.12111113181702167,False
1.5,1000,4,3,D,0.08837500000000004,0.2,0.13057481093227744,False
1.5,1000,4,4,A,0.14112500000000006,0.0,0.13388847971352874,True
1.5,1000,4,4,B,-0.030749999999999958,0.38,0.14278983682321372,False
1.5,1000,4,4,C,-0.08137499999999998,0.66,0.12704157783969783,False
1.5,1000,4,4,D,0.019875000000000025,0.34,0.14796019312639463,False
1.5,1000,4,5,A,0.143125,0.1,0.14975479958919513,True
1.5,1000,4,5,B,-0.08874999999999998,0.88,0.12798474030133436,False
1.5,1000,4,5,C,-0.09999999999999998,0.86,0.12164792949327169,False
1.5,1000,4,5,D,0.014375000000000034,0.18,0.14181942744208212,False
1.5,1000,4,6,A,-0.07262499999999995,0.66,0.12724926325916391,True
1.5,1000,4,6,B,-0.15074999999999994,0.84,0.1218132535892544,False
1.5,1000,4,6,C,0.18800000000000006,0.0,0.1471044484371564,False
1.5,1000,4,6,D,0.025500000000000057,0.24,0.12623032024834605,False
1.5,1000,4,7,A,0.19762500000000005,0.0,0.1365629433631247,True
1.5,1000,4,7,B,-0.08799999999999997,0.3,0.13570153370540805,False
1.5,1000,4,7,C,-0.13799999999999996,0.66,0.13564395028898266,False
1.5,1000,4,7,D,-0.030499999999999944,0.16,0.12425176055090728,False
1.5,1000,4,8,A,0.14262500000000006,0.0,0.1377495462787446,True
1.5,1000,4,8,B,0.030750000000000062,0.12,0.13121047023770624,False
1.5,1000,4,8,C,-0.11987499999999995,0.58,0.12296696710905738,False
1.5,1000,4,8,D,-0.138625,0.68,0.12757265087000427,False
1.5,1000,4,9,A,0.06512500000000002,0.22,0.13255482356368628,True
1.5,1000,4,9,B,0.06325000000000001,0.2,0.14088281921511936,False
1.5,1000,4,9,C,-0.07674999999999998,0.74,0.12011582951468137,False
1.5,1000,4,9,D,0.008250000000000026,0.44,0.1345037174207464,False
1.5,1000,4,10,A,-0.029124999999999956,0.44,0.13004338218456177,True
1.5,1000,4,10,B,0.06837500000000002,0.12,0.12305816714058437,False
1.5,1000,4,10,C,-0.03099999999999995,0.58,0.12195426909296779,False
1.5,1000,4,10,D,-0.011624999999999955,0.38,0.12059306572104385,False
1.5,1000,4,11,A,0.055625000000000056,0.22,0.12835789808188666,True
1.5,1000,4,11,B,0.08312500000000005,0.08,0.13440191590896317,False
1.5,1000,4,11,C,-0.06749999999999998,0.7,0.13225141776177676,False
1.5,1000,4,11,D,-0.0068749999999999645,0.4,0.13276847799835623,False
1.5,1000,4,12,A,0.13387500000000008,0.08,0.13880336811475433,True
1.5,1000,4,12,B,-0.03174999999999997,0.66,0.11883141945630371,False
1.5,1000,4,12,C,-0.09924999999999998,0.94,0.12125051546282184,False
1.5,1000,4,12,D,-0.054249999999999965,0.86,0.1381279977050272,False
1.5,1000,4,13,A,0.00987500000000002,0.5,0.13230941481995903,True
1.5,1000,4,13,B,0.07425000000000004,0.1,0.12353326981020135,False
1.5,1000,4,13,C,-0.17074999999999999,0.94,0.11595392403881812,False
1.5,1000,4,13,D,-0.0038749999999999826,0.5,0.13489463480806047,False
1.5,1000,4,14,A,0.029375000000000026,0.58,0.12836057611276136,True
1.5,1000,4,14,B,0.05312500000000002,0.44,0.12770216814917434,False
1.5,1000,4,14,C,0.043750000000000025,0.44,0.12764526038987897,False
1.5,1000,4,14,D,-0.0925,0.92,0.12567268995290903,False
1.5,1000,4,15,A,-0.13487499999999997,0.98,0.11494971726802986,True
1.5,1000,4,15,B,-0.056124999999999994,0.74,0.12384781487777652,False
1.5,1000,4,15,C,-0.08112499999999997,0.9,0.12531896803756407,False
1.5,1000,4,15,D,0.21887500000000004,0.0,0.13937808292554466,False
1.5,1000,4,16,A,-0.021374999999999984,0.7,0.1343795929447623,True
1.5,1000,4,16,B,0.03800000000000003,0.38,0.13682413438425253,False
1.5,1000,4,16,C,-0.04324999999999998,0.76,0.11937624344902131,False
1.5,1000,4,16,D,0.029250000000000026,0.32,0.13395218363281727,False
1.5,1000,4,17,A,0.07075000000000001,0.34,0.12896886736728366,True
1.5,1000,4,17,B,-0.002999999999999975,0.78,0.12307264115147605,False
1.5,1000,4,17,C,-0.03862499999999997,0.8,0.13424324936472598,False
1.5,1000,4,17,D,-0.09424999999999997,0.94,0.11509982080785357,False
1.5,1000,4,18,A,0.09237500000000004,0.2,0.1346346909232535,True
1.5,1000,4,18,B,-0.02824999999999997,0.62,0.11874447355561438,False
1.5,1000,4,18,C,-0.013249999999999963,0.6,0.1312789253840844,False
1.5,1000,4,18,D,-0.13387499999999997,1.0,0.12047146965153202,False
1.5,1000,4,19,A,0.10587500000000005,0.18,0.12571545251081906,True
1.5,1000,4,19,B,-0.064125,0.78,0.12717114452579248,False
1.5,1000,4,19,C,-0.06162499999999999,0.78,0.1386001443000692,False
1.5,1000,4,19,D,0.015250000000000034,0.4,0.12865348324083573,False
1.5,3000,4,0,A,-0.011583333333333307,0.16,0.08221138489014497,True
1.5,3000,4,0,B,0.021125000000000033,0.14,0.07399439261787943,False
1.5,3000,4,0,C,0.03300000000000003,0.1,0.08692447631900542,False
1.5,3000,4,0,D,-0.03991666666666665,0.42,0.07170660224522951,False
1.5,3000,4,1,A,0.04741666666666671,0.06,0.0765413604602839,True
1.5,3000,4,1,B,-0.005083333333333303,0.42,0.08106540997518265,False
1.5,3000,4,1,C,0.08220833333333336,0.08,0.08053199847127711,False
1.5,3000,4,1,D,-0.057791666666666644,0.74,0.0721347600752308,False
1.5,3000,4,2,A,0.05491666666666669,0.02,0.08458536532862984,True
1.5,3000,4,2,B,-0.06404166666666664,0.74,0.07941690713499795,False
1.5,3000,4,2,C,-0.032791666666666636,0.36,0.07391398905334347,False
1.5,3000,4,2,D,0.0017916666666666966,0.02,0.07242678295277852,False
1.5,3000,4,3,A,-0.0037083333333333022,0.3,0.07482518979446545,True
1.5,3000,4,3,B,-0.04162499999999996,0.64,0.07564392554741076,False
1.5,3000,4,3,C,-0.04808333333333329,0.7,0.07244830532486211,False
1.5,3000,4,3,D,0.05108333333333337,0.02,0.08190753170496594,False
1.5,3000,4,4,A,-0.00783333333333331,0.26,0.07555861411293001,True
1.5,3000,4,4,B,0.030083333333333375,0.0,0.07805829374398485,False
1.5,3000,4,4,C,-0.03970833333333328,0.46,0.07882705665639882,False
1.5,3000,4,4,D,0.015083333333333379,0.18,0.0858266987727142,False
1.5,3000,4,5,A,-0.03641666666666664,0.44,0.07873599963732529,True
1.5,3000,4,5,B,-0.0003749999999999587,0.18,0.07584855616438735,False
1.5,3000,4,5,C,-0.02620833333333329,0.44,0.07814816323284039,False
1.5,3000,4,5,D,0.0027500000000000233,0.22,0.0797586419908352,False
1.5,3000,4,6,A,0.03762500000000003,0.08,0.0741344265132229,True
1.5,3000,4,6,B,0.10804166666666673,0.0,0.08170041819558413,False
